Ticker,Name,ISIN,Exchange,Currency,Region
AZRG,AZRG,IL0011194789,,ILS,IL
CHKP,CHKP,IL0010824113,,USD,IL
DSCT,DSCT,IL0006912120,,ILS,IL
ENLT,ENLT,IL0007200111,,ILS,IL
ESLT,ESLT,IL0010811243,,ILS,IL
FORTY,FORMULA SYSTEMS LTD,,TEL AVIV STOCK EXCHANGE,JPY,IL
HARL,HARL,IL0005850180,,ILS,IL
ICL,ICL,IL0002810146,,ILS,IL
LUMI,LUMI,IL0006046119,,ILS,IL
MNDY,MONDAYCOM,,NASDAQ,JPY,IL
MNRT,MNRT,IL0011405730,,ILS,IL
MZTF,MZTF,IL0006954379,,ILS,IL
NVMI,NOVA,,TEL AVIV STOCK EXCHANGE,JPY,IL
NVMI,NVMI,IL0010845571,,ILS,IL
OPCE,OPCE,IL0011415713,,ILS,IL
PHOE,PHOE,IL0007670123,,ILS,IL
POLI,POLI,IL0006625771,,ILS,IL
QLTU,QUALITAU LTD,,TEL AVIV STOCK EXCHANGE,JPY,IL
RIT1,RIT1,IL0010989205,,ILS,IL
SLARL,SLARL,IL0011096448,,ILS,IL
TSEM,TOWER SEMICONDUCTOR,,NASDAQ,JPY,IL
TSEM,TSEM,IL0010823792,,ILS,IL
